30F33A	+plugg srl
1897FF	TechFaith Wireless Technology Limited
001F7B	TechNexion Ltd.
DC3350	TechSAT GmbH
001D8A	TechTrex Inc
48F47D	TechVision Holding  Internation Limited
1C51B5	Techaya LTD
001A42	Techcity Technology co., Ltd.
001706	Techfaithwireless Communication Technology Limited.
08D34B	Techman Electronics (Changshu) Co., Ltd.
00136E	Techmetro Corp.
0008C9	TechniSat Digital GmbH
24BA30	Technical Consumer Products, Inc.
0006C9	Technical Marketing Research, Inc.
C8E42F	Technical Research Design and Development
0024F8	Technical Solutions Company Ltd.
0014FB	Technical Solutions Inc.
000D73	Technical Support, Inc.
000852	Technically Elite Concepts
F8FEA8	Technico Japan Corporation
101331	Technicolor
08952A	Technicolor CH USA Inc.
0005ED	Technikum Joanneum GmbH
3CCD5A	Technische Alternative GmbH
00238D	Techno Design Co., Ltd.
00121A	Techno Soft Systemnics Inc.
0006E1	Techno Trade s.a
0005D9	Techno Valley, Inc.
000805	Techno-Holon Corporation
541B5D	Techno-Innov
000C0F	Techno-One Co., Ltd
00259F	TechnoDigital Technologies GmbH
000172	TechnoLand Co., LTD.
0002C8	Technocom Communications Technology (pte) Ltd
001539	Technodrive srl
0007C9	Technol Seven Co., Ltd.
0026EF	Technology Advancement Group, Inc.
00C0BF	Technology Concepts Ltd
000DF6	Technology Thesaurus Corp.
008035	Technology Works
0013E6	Technolution
489A42	Technomate Ltd
6C8686	Technonia
000491	Technovision, Inc.
001A3C	Technowave Ltd.
5CCCFF	Techroutes Network Pvt Ltd
00045B	Techsan Electronics Co., Ltd.
001510	Techsphere Co., Ltd
2497ED	Techvision Intelligent Technology Limited
002273	Techway
9C0473	Tecmobile (International) Ltd.
000C04	Tecnova
0018CB	Tecobest Technology Limited
70DA9C	Tecsen
000A7C	Tecton Ltd
001D5B	Tecvan Informática Ltda
9046A2	Tedipay UK Ltd
1C5A0B	Tegile Systems
001B56	Tehuti Networks Ltd.
000495	Tejas Networks India Limited
4826E8	Tek-Air Systems, Inc.
000DBF	TekTone Sound & Signal Mfg., Inc.
001ED5	Tekon-Automatics
507691	Tekpea, Inc.
001D7F	Tekron International Ltd
0025BE	Tektrap Systems Inc.
000011	Tektrnix
080011	Tektronix, Inc.
000616	Tel Net Co., Ltd.
6831FE	Teladin Co.,Ltd.
001BAB	Telchemy, Incorporated
000F96	Telco Systems, Inc.
000C38	TelcoBridges Inc.
00148E	Tele Power Inc.
4062B6	Tele system communication
80BAAC	TeleAdapt Ltd
A0231B	TeleComp R&D Corp.
0002AF	TeleCruz Technology, Inc.
0002CD	TeleDream, Inc.
002029	TeleProcessing CSU/DSU (now owned by ADC/Kentrox)
001EAB	TeleWell Oy
000924	Telebau GmbH
0080AD	Telebit
00C033	Telebit Corporation
0040FF	Telebit Corporation		Personal NetBlazer
00095F	Telebyte, Inc.
001146	Telecard-Pribor Ltd
F450EB	Telechips Inc
88462A	Telechips Inc.
3C7F6F	Telechips, Inc.
001A7B	Teleco, Inc.
00073C	Telecom Design
0025B6	Telecom FM
0007B6	Telecom Technology Ltd.
00404D	Telecomm Techniques
0012BB	Telecommunications Industry Association TR-41 Committee
28D93E	Telecor Inc.
000928	Telecore
0C17F1	Telecsys
0005C4	Telect, Inc.
000A06	Teledex LLC
00010D	Teledyne DALSA Inc.
DC60A1	Teledyne DALSA Professional Imaging
00104C	Teledyne LeCroy, Inc
00178B	Teledyne Technologies Incorporated
6CA906	Telefield Ltd
00157A	Telefin S.p.A.
001445	Telefon-               # Telefon-Gradnja d.o.o.
F81CE5	Telefonbau Behnke GmbH
0001BF	Teleforce Co., Ltd.
001AA6	Telefunken Radio Communication Systems GmbH &CO.KG
4411C2	Telegartner Karl Gartner GmbH
0021ED	Telegesis
A0FC6E	Telegrafia a.s.
502A8B	Telekom Research and Development Sdn Bhd
000472	Telelynx, Inc.
00012A	Telematica Sistems Inteligente
00C014	Telematics Calabasas
000724	Telemax Co., Ltd.
0080F4	Telemechanique Electrique
00068F	Telemonitor, Inc.
0013AB	Telemotive AG
0008DD	Telena Communications, Inc.
00043E	Telencomm
BC629F	Telenet Systems P. Ltd.
000909	Telenor Connect A/S
0021A8	Telephonics Corporation
001F83	Teleplan Technology Services Sdn Bhd
3CD16E	Telepower Communication Co., Ltd
00030C	Telesoft Technologies Ltd.
D819CE	Telesquare
009050	Teleste Corporation
00119B	Telesynergy Research Inc.
48B9C2	Teletics Inc.
001B6F	Teletrak Ltd
0030B7	Teletrol Systems, Inc.
000DF5	Teletronics International Inc.
000DA8	Teletronics Technology Corporation
000E7C	Televes S.A.
000E3D	Televic N.V.
000253	Televideo, Inc.
202598	Teleview
000314	Teleware Network Systems
A4EF52	Telewave Co., Ltd.
0009A1	Telewise Communications, Inc.
000B7C	Telex Communications
001104	Telexy
001C32	Telian Corporation
00C089	Telindus Distribution
A4C138	Telink Semiconductor (Taipei) Co. Ltd.
000C19	Telio Communications GmbH
00217E	Telit Communication s.p.a
008025	Telit Wireless Solutions GmbH
000206	Telital R&D Denmark A/S
000A80	Telkonet Inc.
0030D0	Tellabs
04C09C	Tellabs Inc.
00B0C7	Tellabs Operations, Inc.
ACCA54	Telldus Technologies AB
001BF5	Tellink Sistemas de Telecomunicación S.L.
000EDC	Tellion INC.
000C7E	Tellium Incorporated
002117	Tellord
0015EA	Tellumat (Pty) Ltd
0004DB	Tellus Group Corp.
00E023	Telrad
002196	Telsey  S.p.A.
00036F	Telsey SPA
0050D7	Telstrat
001797	Telsy Elettronica S.p.A.
001E42	Teltonika
000418	Teltronic S.A.U.
0001D8	Teltronics, Inc.
001B71	Telular Corp.
48D855	Telvent
000688	Telways Communication Co., Ltd.
542018	Tely Labs
34BA75	Tembo Systems, Inc.
00048A	Temia Vertriebs GmbH
000C72	Tempearl Industrial Co., Ltd.
48066A	Tempered Networks, Inc.
58685D	Tempo Australia Pty Ltd
00152D	TenX Networks, LLC
C83A35	Tenda Technology Co., Ltd.
0495E6	Tenda Technology Co.,Ltd.Dongguan branch
001DB7	Tendril Networks, Inc.
F88DEF	Tenebraex
001624	Teneros, Inc.
001CF2	Tenlon Technology Co.,Ltd.
0030CC	Tenor Networks, Inc.
00073B	Tenovis GmbH & Co KG
F490CA	Tensorcom
3C8AE5	Tensun Information Technology(Hangzhou) Co.,LTD
00136D	Tentaculus AB
7C6B33	Tenyu Tech Co. Ltd.
00048D	Teo Technologies, Inc
0008BD	Tepg-Us
00039E	Tera System Co., Ltd.
000355	TeraBeam Internet Systems
0007F1	TeraBurst Networks Inc.
0030EA	TeraForce Technology Corporation
0001F9	TeraGlobal Communications Corp.
00108A	TeraLogic, Inc.
0019EA	TeraMage Technologies Co., Ltd.
0015CA	TeraRecon, Inc.
00180D	Terabytes Server Storage Tech Corp
002615	Teracom Limited
0004DF	Teracom Telematica Ltda.
00403D	Teradata Corporation
00225B	Teradici Corporation
000A7F	Teradon Industries, Inc
0019F2	Teradyne K.K.
000B66	Teralink Communications
0014A6	Teranetics, Inc.
889821	Teraon
00159F	Terascala, Inc.
1C76CA	Terasic Technologies Inc.
B456B9	Teraspek Technologies Co.,Ltd
00228A	Teratronik elektronische systeme gmbh
001F73	Teraview Technology Co., Ltd.
0030FC	Terawave Communications, Inc.
34684A	Teraworks Co., Ltd.
00245D	Terberg besturingstechniek B.V.
C4D655	Tercel technology co.,ltd
34A3BF	Terewave. Inc.
0011C4	Terminales de Telecomunicacion Terrestre, S.L.
001390	Termtek Computer Co., Ltd
001CA3	Terra
F4B6E5	TerraSem Co.,Ltd
000AAC	TerraTec Electronic GmbH
001205	Terrasat Communications, Inc.
00268A	Terrier SC Ltd
001C92	Tervela
000146	Tesco Controls, Inc.
94C962	Teseq AG
00802A	Test Systems & Simulations Inc
000B7B	Test-Um Inc.
002703	Testech Electronics Pte Ltd
00099E	Testech, Inc.
046565	Testop
000DD0	TetraTec Instruments GmbH
000FBA	Tevebox AB
000106	Tews Datentechnik GmbH
000823	Texa Corp.
B4B859	Texa Spa
000192	Texas Digital Systems
001237	Texas Instruments
000309	Texcel Technology PLC
50D59C	Thai Habel Industrial Co., Ltd.
002198	Thai Radio Co, LTD
0006CF	Thales Avionics In-Flight Systems, LLC
002225	Thales Avionics Ltd
24A495	Thales Canada Inc.
0026B3	Thales Communications Inc
001006	Thales Contact Solutions Ltd.
000966	Thales Navigation
4C3089	Thales Transportation Systems GmbH
406826	Thales UK Limited
001D37	Thales-Panda Transportation System
00D0FA	ThalesE-               # Thales e-Security Ltd.
000FEF	ThalesE-               # Thales e-Transactions GmbH
000A7E	The Advantage Group
0006F8	The Boeing Company
645299	The Chamberlain Group, Inc
FCD4F2	The Coca Cola Company
0021CF	The Crypto Group
28FC51	The Electric Controller and Manufacturing Co., LLC
0080EA	The Fiber Company
F871FE	The Goldman Sachs Group, Inc.
ECFAAA	The IMS Company
000748	The Imaging Source Europe
0025D6	The Kroger Co.
00045A	The Linksys Group, Inc.
00C086	The Lynk Corporation
0018DF	The Morey Corporation
001A2D	The Navvo Group
000722	The Nielsen Company
449B78	The Now Factory
000CE1	The Open Group
00104A	The Parvus Corporation
00802C	The Sage Group PLC
603696	The Sapling Company
001B7B	The Tintometer Ltd
002409	The Toro Company
001C76	The Wandsworth Group Ltd
9C8BF1	The Warehouse Limited
00258E	The Weather Channel
78491D	The Will-Burt Company
5CCA32	Theben AG
0014FD	Thecus Technology Corp.
80CEB1	Theissen Training Systems GmbH
C8778B	Themis Computer
0080B6	Themis corporation
00171E	Theo Benning GmbH & Co. KG
980284	Theobroma Systems GmbH
5C35DA	There Corporation Oy
000266	Thermalogic Corporation
001E76	Thermo Fisher Scientific
60893C	Thermo Fisher Scientific P.O.A.
001727	Thermo Ramsey Italia s.r.l.
00017D	ThermoQuest
BC2D98	ThinGlobal LLC
048C03	ThinPAD Technology (Shenzhen)CO.,LTD
001A5E	Thincom Technology Co.,Ltd
B45CA4	Thing-talk Wireless Communication Technologies Corporation Limited
0012A4	ThingMagic, LLC
804F58	ThinkEco, Inc.
002387	ThinkFlood, Inc.
0007F3	Thinkengine Networks
004054	Thinking Machines Corporation
001F4F	Thinkware Co. Ltd.
60FEF9	Thomas & Betts
0001C8	Thomas Conrad Corp.
001C1A	Thomas Instrumentation, Inc
4454C0	Thompson Aerospace
0007C3	Thomson
001095	Thomson Inc.
000E80	Thomson Technology Inc
000E50	Thomson Telecom Belgium
BCC23A	Thomson Video Networks
0011E3	Thomson, Inc.
001835	Thoratec / ITC
5C076F	Thought Creator
0011CF	Thrane & Thrane A/S
30F7D7	Thread Technology Co., Ltd
E804F3	Throughtek Co., Ltd.
001758	ThruVision Ltd
B4B88D	Thuh Company
0005CF	Thunder River Technologies, Inc.
F074E4	Thundercomm Technology Co., Ltd
001C16	ThyssenKrupp Elevator
28CA09	ThyssenKrupp Elevators (Shanghai) Co.,Ltd
5C1437	Thyssenkrupp Aufzugswerke GmbH
0003FA	TiMetra Networks
001336	Tianjin 712 Communication Broadcasting co., ltd.
001D74	Tianjin China-Silicon Microelectronics Co., Ltd.
94F720	Tianjin Deviser Electronics Instrument Co., Ltd
5804CB	Tianjin Huisun Technology Co.,Ltd.
304EC3	Tianjin Techua Technology Co., Ltd.
F4E926	Tianjin Zanpu Technology Inc.
0016E9	Tiba Medical Inc
002477	Tibbo Technology
0017BD	Tibetsystem
000650	Tiburon Networks, Inc.
DC3C84	Ticom Geomatics, Inc.
001ACD	Tidel Engineering LP
000D5A	Tiesse SpA
000344	Tietech.Co., Ltd.
080032	Tigan
7C6B52	Tigaro Wireless
001713	Tiger NetCom
001793	Tigi Corporation
04C05B	Tigo Energy
001ACA	Tilera Corporation
000261	Tilgin AB
0012E5	Time America, Inc.
A09A5A	Time Domain
000971	Time Management, Inc.
E4F365	Time-O-Matic, Inc.
001FB0	TimeIPS, Inc.
002223	TimeKeeping Systems, Inc.
00A090	TimeStep Corporation
0030AE	Times N System, Inc.
000FB4	Timespace Technology
0002E5	Timeware Ltd.
00309C	Timing Applications, Inc.
000799	TippingPoint Technologies, Inc.
000CC4	Tiptel AG
0018A1	Tiqit Computers, Inc.
000E9D	Tiscali UK Ltd
0004D9	Titan Electronics, Inc.
E02538	Titan Pet Products
002287	Titan Wireless LLC
000F44	Tivella Inc.
0011D9	Tivo
0011E8	Tixi.Com
746630	Tmi Ytti
000900	Tmt
0010A2	Tns
00134B	ToGoldenNet Technology Inc.
0024CA	Tobii Technology AB
749637	Todaair Electronic Co., Ltd
00162B	Togami Electric Mfg.co.,Ltd.
0016AC	Toho Technology Corp.
28E608	Tokheim
00305B	Toko Inc.
001250	Tokyo Aircaft Instrument Co., Ltd.
904506	Tokyo Boeki Medisys Inc.
00C0A1	Tokyo Denshi Sekei Co
000294	Tokyo Sokushin Co., Ltd.
00502F	TollBridge Technologies, Inc.
001D5C	Tom Communication Industrial Co.,Ltd.
E40439	TomTom Software Ltd
000274	Tommy Technologies Corp.
0003C4	Tomra Systems ASA
00136C	Tomtom
445EF3	Tonalite Holding B.V.
DCDB70	Tonfunk Systementwicklung und Service GmbH
74372F	Tongfang Shenzhen Cloudcomputing Technology Co.,Ltd
001699	Tonic DVB Marketing Ltd
0017B7	Tonze Technology Co.
000B89	Top Global Technology, Ltd.
0010D1	Top Layer Networks, Inc.
186571	Top Victory Electronics (Taiwan) Co., Ltd.
00218C	TopControl GMBH
08379C	Topaz Co. LTD.
000757	Topcall International AG
000407	Topcon Positioning Systems, Inc.
0018E2	Topdata Sistemas de Automacao Ltda
000E9E	Topfield Co., Ltd
C09D26	Topicon HK Lmd.
00067B	Toplink C&C Corporation
0005AD	Topspin Communications, Inc.
000637	Toptrend-Meta Information (ShenZhen) Inc.
000B67	Topview Technology Corporation
0020FE	Topware/               # TOPWARE INC. / GRAND COMPUTER
CC5FBF	Topwise 3G Communication Co., Ltd.
00142D	Toradex AG
001AA7	Torian Wireless
18B209	Torrey Pines Logic, Inc
08003B	Torus Systems
00080D	Toshiba
E83A97	Toshiba Corporation
242FFA	Toshiba Global Commerce Solutions
FC0012	Toshiba Samsung Storage Technolgoy Korea Corporation
000600	Toshiba Teli Corporation
C0F945	Toshiba Toko Meter Systems Co., LTD.
109AB9	Tosibox Oy
A09BBD	Total Aviation Solutions Pty Ltd
00038C	Total Impact
908C09	Total Phase
A4DE50	Total Walther GmbH
001421	Total Wireless Technologies Pte. Ltd.
0002BE	Totsu Engineering, Inc.
000D45	Tottori SANYO Electric Co., Ltd.
08AF78	Totus Solutions, Inc.
28852D	Touch Networks
00062D	TouchStar Technologies, L.L.C.
0017BC	Touchtunes Music Corporation
002386	Tour & Andersson AB
00C03C	Tower Tech S.R.L.
00C0AE	Towercom Co Inc DBA PC House
08F1B7	Towerstream Corpration
D86595	Toy's Myth Inc.
00C050	Toyo Denki Seizo K.K.
547398	Toyo Electronics Corporation
0008AD	Toyo-Linx Co., Ltd.
00C074	Toyoda Automatic Loom Works Ltd
0004D3	Toyokeiki Co., Ltd.
8C9109	Toyoshima Electric Technoeogy(Suzhou) Co.,Ltd.
000AAB	Toyota Technical Development Corporation
08CA45	Toyou Feiji Electronics Co., Ltd.
000E73	Tpack A/S
00166A	Tps
B813E9	Trace Live Network
00165C	Trackflow Ltd
8020AF	Trade FIDES, a.s.
500E6D	TrafficCast International
001398	TrafficSim Co.,Ltd
0005FE	Traficon N.V.
000E4F	Trajet GmbH
04CB1D	Traka plc
0012EA	Trane
0001DE	Trango Systems, Inc.
949BFD	Trans New Technology, Inc.
000E65	TransCore
0050A3	TransMedia Communications, Inc.
6CA96F	TransPacket AS
0007B2	Transaccess S.A.
000E3C	Transact Technologies Inc
CC9F35	Transbit Sp. z o.o.
0011C3	Transceiving System Technology Corporation
6063FD	Transcend Communication Beijing Co.,Ltd.
7C3548	Transcend Information
002116	Transcon Electronic Systems, spol. s r. o.
88354C	Transics
003086	Transistor Devices, Inc.
00C0F2	Transition Engineering Inc
0022DB	Translogic Corporation
00B091	Transmeta Corp.
00069C	Transmode Systems AB
0009D4	Transtech Networks
00409C	Transware
001A6A	Tranzas, Inc.
00134F	Tranzeo Wireless Technologies Inc.
000B0E	Trapeze Networks
0017BE	Tratec Telecom B.V.
001F30	Travelping
000AFA	Traverse Technologies Australia
0003A6	Traxit Technology, Inc.
001413	Trebing & Himstedt Prozeßautomation GmbH & Co. KG
50FC30	Treehouse Labs
141A51	Treetech Sistemas Digitais
341290	Treeview Co.,Ltd.
FC8329	Trei technics
000CE0	Trek Diagnostics Inc.
447E76	Trek Technology (S) Pte Ltd
ACA919	TrekStor GmbH
0005E1	Trellis Photonics, Ltd.
001E3F	TrellisWare Technologies, Inc.
400E67	Tremol Ltd.
00E098	Trend
000122	Trend Communications, Ltd.
2C18AE	Trend Electronics Co., Ltd.
0023A1	Trend Electronics Ltd
B8BD79	TrendPoint Systems
70A191	Trendsetter Medical, LLC
34A709	Trevil srl
0001AE	Trex Enterprises
3055ED	Trex Network LLC
0023D1	Trg
00071E	Tri-M Engineering / Nupak Dev. Corp.
000790	Tri-M Technologies (s) Limited
7415E2	Tri-Sen Systems Corporation
CCC62B	Tri-Systems Corporation
843F4E	Tri-Tech Manufacturing, Inc.
000B9C	TriBeam Technologies, Inc.
00903B	TriEMS Research Lab, Inc.
0002CB	TriState Ltd.
0021B6	Triacta Power Technologies Inc.
001F2E	Triangle Research Int'l Pte Ltd
004036	TribeStar
34D7B4	Tributary Systems, Inc.
D82DE1	Tricascade Inc.
00258F	Trident Microsystems, Inc.
001153	Trident Tek, Inc.
0001F0	Tridium, Inc.
B0D7CC	Tridonic GmbH & Co KG
00402B	Trigem
00027C	Trilithic, Inc.
0008FF	Trilogy Communications Ltd
0025A3	Trimax Wireless, Inc.
001747	Trimble
000F80	Trinity Security Systems,Inc.
001FEB	Trio Datacom Pty Ltd
001EFB	Trio Motion Technology Ltd
D8B90E	Triple Domain Vision Co.,Ltd.
002276	Triple EYE B.V.
000E5D	Triple Play Technologies A/S
000667	Tripp Lite
0040DC	Tritec Electronic Gmbh
A0165C	Triteka LTD
A0C3DE	Triton Electronic Systems Ltd.
000D49	Triton Systems of Delaware, Inc.
A8EF26	Tritonwave
04E0C4	Triumph-               # TRIUMPH-ADLER AG
0013C0	Trix Tecnologia Ltda.
0026A6	Trixell
0005C6	Triz Communications
009066	Troika Networks, Inc.
00C08D	Tronix Product Development
00088B	Tropic Networks Inc.
2CA780	True Technologies Inc.
001C63	Truen
002627	Truesell
CC43E3	Trump s.a.
0030B1	Trunknet
0012A3	Trust International B.V.
000720	Trutzschler GmbH & Co. KG
00002A	Trw
60C980	Trymus
001A90	Trópico Sistemas e Telecomunicações da Amazônia LTDA.
000259	Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group
000564	Tsinghua Bitway Co., Ltd.
00163D	Tsinghua Tongfang Legend Silicon Tech. Co., Ltd.
000493	Tsinghua Unisplendour Co., Ltd.
FC3CE9	Tsingtong Technologies Co, Ltd.
001B36	Tsubata Engineering Co.,Ltd. (Head Office)
001B18	Tsuken Electric Ind. Co.,Ltd
00110E	Tsurusaki Sealand Transportation Co. Ltd.
E0271A	TtcNext-               # TTC Next-generation Home Network System WG
18C451	Tucson Embedded Systems
00805A	Tulip Computers International BV
30FAB7	Tunai Creative
0006D2	Tundra Semiconductor Corp.
0025FB	Tunstall Healthcare A/S
50E0C7	TurControlSystme AG
000D17	Turbo Networks Co.Ltd
001996	TurboChef Technologies Inc.
00303F	TurboComm Tech Inc.
0005E8	TurboWave, Inc.
E8FD90	Turbostor
C4693E	Turbulence Design Inc.
0001B5	Turin Networks, Inc.
4C55B8	Turkcell Teknoloji
1CF5E7	Turtle Industry Co., Ltd.
00C023	Tutankhamon Electronics
581FEF	Tuttnaer LTD
0021F1	Tutus Data AB
1027BE	Tvip
0023F2	Tvlogic
00170C	Twig Com Ltd.
0008CA	TwinHan Technology Co.,Ltd
000B9D	TwinMOS Technologies Inc.
00012F	Twinhead International Corp
00C0E6	Txport
A0423F	Tyan Computer Corp
00E081	Tyan Computer Corp.		Onboard Intel 82558 10/100
0022A7	Tyco Electronics AMP GmbH
0021B0	Tyco Telecommunications
9C0DAC	Tymphany HK Limited
60D262	Tzukuri Pty Ltd
DC1D9F	U & B tech
68CD0F	U Tek Company Limited
107A86	U&U ENGINEERING INC.
0011E0	U-MEDIA Communications, Inc.
C46354	U-Raku, Inc.
001580	U-WAY CORPORATION
7CF95C	U.I. Lapp GmbH
00005E	U.S. Department of Defense (IANA)
0014C1	U.S. Robotics Corporation
C4E17C	U2S co.
001593	U4EA Technologies Inc.
001ABC	U4EA Technologies Ltd
E4AB46	UAB Selteka
001BA8	UBI&MOBI,.Inc
000F7F	UBSTORAGE Co.,Ltd.
001C66	UCAMP CO.,LTD
8C5D60	UCI Corporation Co.,Ltd.
5CD41B	UCZOON Technology Co., LTD
004046	UDC RESEARCH LIMITED
000C4F	UDTech Japan Corporation
001005	UEC COMMERCIAL
00089D	UHD-Elektronik
000D16	UHS Systems Pty Ltd
E8D483	ULTIMATE Europe Transportation Equipment GmbH
009051	ULTIMATE TECHNOLOGY CORP.
A47B85	ULTIMEDIA Co Ltd,
001BD2	ULTRA-X ASIA PACIFIC Inc.
00D057	ULTRAK, INC.
00102B	UMAX DATA SYSTEMS, INC.
001938	UMB Communications Co., Ltd.
00504E	UMC				UM9008 NE2000-compatible ISA Card for PC
B4C810	UMPI Elettronica
001131	UNATECH. CO.,LTD
0001A7	UNEX TECHNOLOGY CORPORATION
00BBF0	UNGERMANN-BASS INC.
081443	UNIBRAIN S.A.
348137	UNICARD SA
00A0C3	UNICOMPUTER GMBH
0050D8	UNICORN COMPUTER CORP.
001EB4	UNIFAT TECHNOLOGY LTD.
001800	UNIGRAND LTD
0008FE	UNIK C&C Co.,Ltd.
0009F8	UNIMO TECHNOLOGY CO., LTD.
000CB2	UNION co., ltd.
0019F0	UNIONMAN TECHNOLOGY CO.,LTD
00608D	UNIPULSE CORP.
00069E	UNIQA, Inc.
0010F9	UNIQUE SYSTEMS, INC.
00901A	UNISPHERE SOLUTIONS
00E05D	UNITEC CO., LTD.
98DCD9	UNITEC Co., Ltd.
0080B5	UNITED NETWORKS INC.
000A4E	UNITEK Electronics INC.
009095	UNIVERSAL AVIONICS
00C0D8	UNIVERSAL DATA SYSTEMS
90EED9	UNIVERSAL DE DESARROLLOS ELECTRÓNICOS, SA
0020F0	UNIVERSAL MICROELECTRONICS CO.
00D015	UNIVEX MICROTECHNOLOGY CORP.
908FCF	UNO System Co., Ltd
0000EA	UPNOD AB
000263	UPS Manufacturing SRL
D08CFF	UPWIS AB
0015CC	UQUEST, LTD.
001516	URIEL SYSTEMS INC.
00D01A	URMET  TLC S.P.A.
0012F9	URYU SEISAKU, LTD.
B08E1A	URadio Systems Co., Ltd
00C0ED	US Army Electronic Proving Ground
00240A	US Beverage Net
00114F	US Digital Television, Inc
00C049	US Robotics Total Control (tm) NETServer Card
A8D409	USA 111 Inc
0020EF	USC CORPORATION
001CB7	USC DigiArk Corporation
0008F8	UTC CCS
9CF61A	UTC Fire and Security
907EBA	UTEK TECHNOLOGY (SHENZHEN) CO.,LTD
00D039	UTILICOM, INC.
00E08E	UTSTARCOM
48EE86	UTStarcom (China) Co.,Ltd
0007BA	UTStarcom Inc
10C2BA	UTT Co., Ltd.
FC2FEF	UTT Technologies Co., Ltd.
38262B	UTran Technology
00C087	UUNET Technologies Inc
001F52	UVT Unternehmensberatung fur Verkehr und Technik GmbH
00149E	UbONE Co., Ltd
647C34	Ubee Interactive Corp.
000C9D	UbeeAirWalk, Inc.
001729	Ubicod Co.LTD
0009FD	Ubinetics Limited
F42B48	Ubiqam
001639	Ubiquam Co., Ltd.
00156D	Ubiquiti Networks Inc.
301518	Ubiquitous Communication Co. ltd.
9CB008	Ubiquitous Computing Technology Corporation
6C5E7A	Ubiquitous Internet Telecom Co., Ltd
000770	Ubiquoss Inc
0011CE	Ubisense Limited
001A27	Ubistar
004087	Ubitrex Corporation
FC946C	Ubivelox
001816	Ubixon Co., Ltd.
48F230	Ubizcore Co.,LTD
001A78	Ubtos
000FDC	Ueda Japan  Radio Co., Ltd.
ACBE75	Ufine Technologies Co.,Ltd.
000372	Ulan
54DF00	Ulterius Technologies, LLC
CCBDD3	Ultimaker B.V.
00194E	Ultra Electronics - TCS (Tactical Communication Systems)
009058	Ultra Electronics Command & Control Systems
18ABF5	Ultra Electronics Electrics
7C0623	Ultra Electronics Sonar System Division
0023FC	Ultra Stereo Labs, Inc
7830E1	UltraClenz, LLC
000E97	Ultracker Technology CO., Inc
001BC4	Ultratec, Inc.
001BE8	Ultratronik GmbH
000414	Umezawa Musen Denki Co., Ltd.
78EF4C	Unetconvergence Co., Ltd.
00DD01	Ungermann-Bass
00DD00	Ungermann-Bass			IBM RT
68E41F	Unglaube Identech GmbH
009363	Uni-Link Technology Co., Ltd.
002431	Uni-v co.,ltd
A870A5	UniComm Inc.
002367	UniControls a.s.
00032A	UniData Communication Systems, Inc.
ACB859	Uniband Electronic Corp,
000AC7	Unication Group
0005E9	Unicess Network, Inc.
0011AA	Uniclass Technology, Co., LTD
000744	Unico, Inc.
183919	Unicoi Systems
00070A	Unicom Automation Co., Ltd.
E42FF6	Unicore communication Inc.
00E011	Uniden Corporation
80FFA8	Unidis
0018D4	Unified Display Interface SIG
8895B9	Unified Packet Systems Crop
0030F0	Uniform Industrial Corp.
000208	Unify Networks, Inc.
001AE8	Unify Software and Solutions GmbH & Co. KG
002361	Unigen Corporation
280C28	Unigen DataStorage Corporation
00C0A4	Unigraf OY
0000DE	Unigraph
7C72E4	Unikey Technologies
001857	Unilever R&D
0023D0	Uniloc USA Inc.
00C047	Unimicro Systems Inc
002379	Union Business Machines Co. Ltd.
44F849	Union Pacific Railroad
84D9C8	Unipattern Co.,
002111	Uniphone Inc.
0024F2	Uniphone Telecommunication Co., Ltd.
001AC7	Unipoint
D01AA7	Uniprint
0C130B	Uniqoteq Ltd.
60E78A	Unisem
08000B	Unisys also Ascom-Timeplex (former Unisys subsidiary)
000092	Unisys, Cogent (both reported)
D88A3B	Unit-Em
001609	Unitech electronics co., ltd.
00C067	United Barcode Industries
000C94	United Electronic Industries, Inc. (EUI)
0011C2	United Fiber Optic Communication
0024EC	United Information Technology Co.,Ltd.
A02EF3	United Integrated Services Co., Led.
0006C0	United Internetworks, Inc.
